"券商","買進","賣出","買賣超","佔成交比重","日期"
"大昌-新店","0","10","10","2.07%","2018-6-21"
"台中銀","0","10","10","2.07%","2018-6-21"
"富邦-延吉","0","10","10","2.07%","2018-6-21"
"凱基-竹北","0","10","10","2.07%","2018-6-21"
"永豐金-竹北","0","10","10","2.07%","2018-6-21"
"安泰-楠梓","0","10","10","2.07%","2018-6-21"
"群益金鼎-板橋","0","8","8","1.66%","2018-6-21"
"富邦-大同","0","8","8","1.66%","2018-6-21"
"合庫- 台中","0","8","8","1.66%","2018-6-21"
"華南永昌","0","73","73","15.11%","2018-6-22"
"凱基-永和","2","26","24","4.97%","2018-6-22"
"國票-北高雄","0","20","20","4.14%","2018-6-22"
"永興-水湳","0","20","20","4.14%","2018-6-22"
"凱基-埔墘","0","12","12","2.48%","2018-6-22"
"富邦-基隆","0","11","11","2.28%","2018-6-22"
"群益金鼎-民權","0","10","10","2.07%","2018-6-22"
"日盛-大墩","0","10","10","2.07%","2018-6-22"
"台新-五權(停)","0","10","10","2.07%","2018-6-22"
"第一金-台南","0","10","10","2.07%","2018-6-22"
"富邦-陽明","0","10","10","2.07%","2018-6-22"
"元大-內湖","0","10","10","2.07%","2018-6-22"
"聯邦-高雄","0","8","8","1.66%","2018-6-22"
"日進","0","8","8","1.66%","2018-6-22"
"合庫-三重","0","8","8","1.66%","2018-6-22"
"日盛-斗六","0","73","73","15.11%","2018-6-25"
"群益金鼎-宜蘭","2","26","24","4.97%","2018-6-25"
"凱基-竹北","0","20","20","4.14%","2018-6-25"
"第一金-彰化","0","20","20","4.14%","2018-6-25"
"玉山-嘉義","0","12","12","2.48%","2018-6-25"
"群益金鼎-北高雄","0","11","11","2.28%","2018-6-25"
"光和","0","10","10","2.07%","2018-6-25"
"玉山-新莊","0","10","10","2.07%","2018-6-25"
"凱基-三多","0","10","10","2.07%","2018-6-25"
"群益金鼎-大安","0","10","10","2.07%","2018-6-25"
"華南永昌-三重","0","10","10","2.07%","2018-6-25"
"日盛-八德","0","10","10","2.07%","2018-6-25"
"華南永昌-斗六","0","8","8","1.66%","2018-6-25"
"大慶-富順","0","8","8","1.66%","2018-6-25"
"凱基-桃園","0","8","8","1.66%","2018-6-25"
"元大-南屯","0","73","73","15.11%","2018-6-26"
"玉山-士林","2","26","24","4.97%","2018-6-26"
"大昌-樹林","0","20","20","4.14%","2018-6-26"
"元大-基隆孝二","0","20","20","4.14%","2018-6-26"
"統一-豐原","0","12","12","2.48%","2018-6-26"
"臺銀-臺中","0","11","11","2.28%","2018-6-26"
"富邦-羅東","0","10","10","2.07%","2018-6-26"
"元大-士林","0","10","10","2.07%","2018-6-26"
"凱基-竹北","0","10","10","2.07%","2018-6-26"
"統一","0","10","10","2.07%","2018-6-26"
"統一-板橋","0","10","10","2.07%","2018-6-26"
"福勝","0","10","10","2.07%","2018-6-26"
"致和-崇德","0","8","8","1.66%","2018-6-26"
"富邦-基隆","0","8","8","1.66%","2018-6-26"
"元大-台南","0","8","8","1.66%","2018-6-26"
"美林","0","73","73","15.11%","2018-6-27"
"元大-開元","2","26","24","4.97%","2018-6-27"
"元大-大松山","0","20","20","4.14%","2018-6-27"
"大慶-中壢","0","20","20","4.14%","2018-6-27"
"凱基-竹北","0","12","12","2.48%","2018-6-27"
"玉山-雙和","0","11","11","2.28%","2018-6-27"
"中國信託-三重","0","10","10","2.07%","2018-6-27"
"群益金鼎-瑞豐","0","10","10","2.07%","2018-6-27"
"玉山","0","10","10","2.07%","2018-6-27"
"瑞士信貸","0","10","10","2.07%","2018-6-27"
"聯邦商銀","0","10","10","2.07%","2018-6-27"
"日盛-景美","0","10","10","2.07%","2018-6-27"
"元大-鎮北","0","8","8","1.66%","2018-6-27"
"日盛-永康","0","8","8","1.66%","2018-6-27"
"統一-台中","0","8","8","1.66%","2018-6-27"
"日盛-斗六","0","73","73","15.11%","2018-6-28"
"凱基-板橋","2","26","24","4.97%","2018-6-28"
"元大-大松山","0","20","20","4.14%","2018-6-28"
"富邦-中壢","0","20","20","4.14%","2018-6-28"
"國票-北投","0","12","12","2.48%","2018-6-28"
"華南永昌-大安","0","11","11","2.28%","2018-6-28"
"群益金鼎-板橋","0","10","10","2.07%","2018-6-28"
"美林","0","10","10","2.07%","2018-6-28"
"凱基-雙和","0","10","10","2.07%","2018-6-28"
"土銀-嘉義","0","10","10","2.07%","2018-6-28"
"統一","0","10","10","2.07%","2018-6-28"
"凱基-七賢","0","10","10","2.07%","2018-6-28"
"元富-新竹","0","8","8","1.66%","2018-6-28"
"玉山-大里","0","8","8","1.66%","2018-6-28"
"福勝","0","8","8","1.66%","2018-6-28"
"新光","0","73","73","15.11%","2018-6-29"
"新光-台中","2","26","24","4.97%","2018-6-29"
"大慶-蘆洲","0","20","20","4.14%","2018-6-29"
"台灣摩根士丹利","0","20","20","4.14%","2018-6-29"
"富邦-民生","0","12","12","2.48%","2018-6-29"
"元大-新竹經國","0","11","11","2.28%","2018-6-29"
"元大-草屯","0","10","10","2.07%","2018-6-29"
"彰銀-台中","0","10","10","2.07%","2018-6-29"
"富邦-台北","0","10","10","2.07%","2018-6-29"
"國票-安和","0","10","10","2.07%","2018-6-29"
"台灣企銀-嘉義","0","10","10","2.07%","2018-6-29"
"台中銀","0","10","10","2.07%","2018-6-29"
"凱基-湖口","0","8","8","1.66%","2018-6-29"
"土銀-新竹","0","8","8","1.66%","2018-6-29"
"大慶-台中","0","8","8","1.66%","2018-6-29"
"日盛-斗六","0","73","73","15.11%","2018-7-2"
"永豐金-竹科","2","26","24","4.97%","2018-7-2"
"美林","0","20","20","4.14%","2018-7-2"
"統一-古亭","0","20","20","4.14%","2018-7-2"
"統一","0","12","12","2.48%","2018-7-2"
"群益金鼎-大安","0","11","11","2.28%","2018-7-2"
"富邦-中壢","0","10","10","2.07%","2018-7-2"
"元大-北港","0","10","10","2.07%","2018-7-2"
"高橋","0","10","10","2.07%","2018-7-2"
"兆豐-三重","0","10","10","2.07%","2018-7-2"
"兆豐-大同","0","10","10","2.07%","2018-7-2"
"中國信託-三重","0","10","10","2.07%","2018-7-2"
"元大-北投","0","8","8","1.66%","2018-7-2"
"凱基-三重","0","8","8","1.66%","2018-7-2"
"台灣摩根士丹利","0","8","8","1.66%","2018-7-2"
"群益金鼎-敦南","0","73","73","15.11%","2018-7-3"
"統一-內湖","2","26","24","4.97%","2018-7-3"
"群益金鼎-海山","0","20","20","4.14%","2018-7-3"
"安泰","0","20","20","4.14%","2018-7-3"
"富邦-新店","0","12","12","2.48%","2018-7-3"
"富邦-建國","0","11","11","2.28%","2018-7-3"
"福勝","0","10","10","2.07%","2018-7-3"
"永豐金-市政","0","10","10","2.07%","2018-7-3"
"元大-小港","0","10","10","2.07%","2018-7-3"
"元大-板橋三民","0","10","10","2.07%","2018-7-3"
"日盛-頭份","0","10","10","2.07%","2018-7-3"
"永豐金-敦南","0","10","10","2.07%","2018-7-3"
"永豐金-彰化","0","8","8","1.66%","2018-7-3"
"統一-彰化","0","8","8","1.66%","2018-7-3"
"國票-安和","0","8","8","1.66%","2018-7-3"
"元大-天母","0","73","73","15.11%","2018-7-4"
"大慶-中壢","2","26","24","4.97%","2018-7-4"
"群益金鼎-大安","0","20","20","4.14%","2018-7-4"
"元大-華山","0","20","20","4.14%","2018-7-4"
"凱基-東門","0","12","12","2.48%","2018-7-4"
"台新","0","11","11","2.28%","2018-7-4"
"新光","0","10","10","2.07%","2018-7-4"
"第一金-路竹","0","10","10","2.07%","2018-7-4"
"臺銀-新竹","0","10","10","2.07%","2018-7-4"
"第一金-忠孝","0","10","10","2.07%","2018-7-4"
"凱基-內埔","0","10","10","2.07%","2018-7-4"
"合庫-彰化","0","10","10","2.07%","2018-7-4"
"富邦-板橋","0","8","8","1.66%","2018-7-4"
"元大","0","8","8","1.66%","2018-7-4"
"富邦-北投","0","8","8","1.66%","2018-7-4"
"元大-天母","0","73","73","15.11%","2018-7-5"
"元富-新店","2","26","24","4.97%","2018-7-5"
"凱基-東門","0","20","20","4.14%","2018-7-5"
"元大-忠孝鼎富","0","20","20","4.14%","2018-7-5"
"元富-潮州","0","12","12","2.48%","2018-7-5"
"凱基-三重","0","11","11","2.28%","2018-7-5"
"元大-龍潭","0","10","10","2.07%","2018-7-5"
"凱基-南崁","0","10","10","2.07%","2018-7-5"
"元富-新莊","0","10","10","2.07%","2018-7-5"
"元富-緯城","0","10","10","2.07%","2018-7-5"
"日盛-大墩","0","10","10","2.07%","2018-7-5"
"大慶-中壢","0","10","10","2.07%","2018-7-5"
"群益金鼎-三民","0","8","8","1.66%","2018-7-5"
"(牛牛牛)亞-網路","0","8","8","1.66%","2018-7-5"
"台新","0","8","8","1.66%","2018-7-5"
"日盛-頭份","0","73","73","15.11%","2018-7-6"
"美商高盛","2","26","24","4.97%","2018-7-6"
"玉山-士林","0","20","20","4.14%","2018-7-6"
"富邦-竹東","0","20","20","4.14%","2018-7-6"
"摩根大通","0","12","12","2.48%","2018-7-6"
"第一金-忠孝","0","11","11","2.28%","2018-7-6"
"凱基-信義","0","10","10","2.07%","2018-7-6"
"元大-旗山","0","10","10","2.07%","2018-7-6"
"元大-龍潭","0","10","10","2.07%","2018-7-6"
"群益金鼎-大甲","0","10","10","2.07%","2018-7-6"
"國票-北投","0","10","10","2.07%","2018-7-6"
"康和-永和","0","10","10","2.07%","2018-7-6"
"元大","0","8","8","1.66%","2018-7-6"
"土銀","0","8","8","1.66%","2018-7-6"
"元大-竹科","0","8","8","1.66%","2018-7-6"
"統一-內湖","0","73","73","15.11%","2018-7-9"
"元富-緯城","2","26","24","4.97%","2018-7-9"
"國票-九鼎","0","20","20","4.14%","2018-7-9"
"瑞士信貸","0","20","20","4.14%","2018-7-9"
"第一金-中山","0","12","12","2.48%","2018-7-9"
"新光-台中","0","11","11","2.28%","2018-7-9"
"元大-楊梅","0","10","10","2.07%","2018-7-9"
"美商高盛","0","10","10","2.07%","2018-7-9"
"中國信託","0","10","10","2.07%","2018-7-9"
"群益金鼎-中壢","0","10","10","2.07%","2018-7-9"
"富邦-虎尾","0","10","10","2.07%","2018-7-9"
"永豐金-虎尾","0","10","10","2.07%","2018-7-9"
"臺銀-臺南","0","8","8","1.66%","2018-7-9"
"元富-高雄","0","8","8","1.66%","2018-7-9"
"大昌-新竹","0","8","8","1.66%","2018-7-9"
"瑞士信貸","0","73","73","15.11%","2018-7-10"
"美林","2","26","24","4.97%","2018-7-10"
"凱基-台北","0","20","20","4.14%","2018-7-10"
"統一-內湖","0","20","20","4.14%","2018-7-10"
"康和-永和","0","12","12","2.48%","2018-7-10"
"大昌-樹林","0","11","11","2.28%","2018-7-10"
"國票-北投","0","10","10","2.07%","2018-7-10"
"群益金鼎-高盛","0","10","10","2.07%","2018-7-10"
"國泰-桃園","0","10","10","2.07%","2018-7-10"
"元富-大裕","0","10","10","2.07%","2018-7-10"
"富邦-台北","0","10","10","2.07%","2018-7-10"
"日盛-大墩","0","10","10","2.07%","2018-7-10"
"國泰-高雄","0","8","8","1.66%","2018-7-10"
"台中銀-復興","0","8","8","1.66%","2018-7-10"
"群益金鼎-中壢","0","8","8","1.66%","2018-7-10"
"日盛-斗六","0","73","73","15.11%","2018-7-11"
"富邦-中壢","2","26","24","4.97%","2018-7-11"
"群益金鼎-中山","0","20","20","4.14%","2018-7-11"
"宏遠-高雄","0","20","20","4.14%","2018-7-11"
"致和-崇德","0","12","12","2.48%","2018-7-11"
"統一-板橋","0","11","11","2.28%","2018-7-11"
"瑞士信貸","0","10","10","2.07%","2018-7-11"
"統一-內湖","0","10","10","2.07%","2018-7-11"
"元大-華山","0","10","10","2.07%","2018-7-11"
"日盛-土城","0","10","10","2.07%","2018-7-11"
"德信-三重","0","10","10","2.07%","2018-7-11"
"元富-三重","0","10","10","2.07%","2018-7-11"
"台灣企銀-竹北","0","8","8","1.66%","2018-7-11"
"富邦-建國","0","8","8","1.66%","2018-7-11"
"臺銀-金山","0","8","8","1.66%","2018-7-11"
"日盛-斗六","0","73","73","15.11%","2018-7-12"
"瑞士信貸","2","26","24","4.97%","2018-7-12"
"元大-樹板","0","20","20","4.14%","2018-7-12"
"永豐金-南投","0","20","20","4.14%","2018-7-12"
"統一-新桃園","0","12","12","2.48%","2018-7-12"
"凱基-豐中","0","11","11","2.28%","2018-7-12"
"港商德意志","0","10","10","2.07%","2018-7-12"
"元大-開元","0","10","10","2.07%","2018-7-12"
"大慶-長榮","0","10","10","2.07%","2018-7-12"
"元富-三重","0","10","10","2.07%","2018-7-12"
"統一","0","10","10","2.07%","2018-7-12"
"國票-北高雄","0","10","10","2.07%","2018-7-12"
"台新-台中","0","8","8","1.66%","2018-7-12"
"凱基-三重","0","8","8","1.66%","2018-7-12"
"統一-南京","0","8","8","1.66%","2018-7-12"
"日盛-斗六","0","73","73","15.11%","2018-7-13"
"兆豐-忠孝","2","26","24","4.97%","2018-7-13"
"瑞士信貸","0","20","20","4.14%","2018-7-13"
"美商高盛","0","20","20","4.14%","2018-7-13"
"凱基-台北","0","12","12","2.48%","2018-7-13"
"富邦-木柵","0","11","11","2.28%","2018-7-13"
"日盛-北高雄","0","10","10","2.07%","2018-7-13"
"統一-內湖","0","10","10","2.07%","2018-7-13"
"日盛-大墩","0","10","10","2.07%","2018-7-13"
"聯邦-高雄","0","10","10","2.07%","2018-7-13"
"統一-永和","0","10","10","2.07%","2018-7-13"
"富邦-板橋","0","10","10","2.07%","2018-7-13"
"元大-羅東","0","8","8","1.66%","2018-7-13"
"元大-板橋三民","0","8","8","1.66%","2018-7-13"
"統一-城中","0","8","8","1.66%","2018-7-13"
"中國信託-三重","0","73","73","15.11%","2018-7-16"
"凱基-南崁","2","26","24","4.97%","2018-7-16"
"國泰-高雄","0","20","20","4.14%","2018-7-16"
"永豐金-南京","0","20","20","4.14%","2018-7-16"
"日盛-北高雄","0","12","12","2.48%","2018-7-16"
"群益金鼎-嘉義","0","11","11","2.28%","2018-7-16"
"兆豐-北高雄","0","10","10","2.07%","2018-7-16"
"聯邦-高雄","0","10","10","2.07%","2018-7-16"
"元大-天母","0","10","10","2.07%","2018-7-16"
"日盛-員林","0","10","10","2.07%","2018-7-16"
"瑞士信貸","0","10","10","2.07%","2018-7-16"
"聯邦-嘉義","0","10","10","2.07%","2018-7-16"
"永豐金-台中","0","8","8","1.66%","2018-7-16"
"元大-新莊","0","8","8","1.66%","2018-7-16"
"元大-新和平","0","8","8","1.66%","2018-7-16"
"富邦-中壢","0","73","73","15.11%","2018-7-17"
"中國信託-三重","2","26","24","4.97%","2018-7-17"
"摩根大通","0","20","20","4.14%","2018-7-17"
"永豐金-敦南","0","20","20","4.14%","2018-7-17"
"元大-天母","0","12","12","2.48%","2018-7-17"
"合庫證券","0","11","11","2.28%","2018-7-17"
"台灣企銀-九如","0","10","10","2.07%","2018-7-17"
"玉山","0","10","10","2.07%","2018-7-17"
"聯邦-興中","0","10","10","2.07%","2018-7-17"
"新光","0","10","10","2.07%","2018-7-17"
"元大-雙和","0","10","10","2.07%","2018-7-17"
"大慶-中壢","0","10","10","2.07%","2018-7-17"
"新光-台南","0","8","8","1.66%","2018-7-17"
"元大-豐原站前","0","8","8","1.66%","2018-7-17"
"台中銀-中壢","0","8","8","1.66%","2018-7-17"
"永豐金-信義","0","73","73","15.11%","2018-7-18"
"國票-台東","2","26","24","4.97%","2018-7-18"
"永豐金-桃園","0","20","20","4.14%","2018-7-18"
"富邦-竹東","0","20","20","4.14%","2018-7-18"
"元富-大裕","0","12","12","2.48%","2018-7-18"
"聯邦-高雄","0","11","11","2.28%","2018-7-18"
"亞東-板橋","0","10","10","2.07%","2018-7-18"
"台中銀-復興","0","10","10","2.07%","2018-7-18"
"元大-華山","0","10","10","2.07%","2018-7-18"
"兆豐-北高雄","0","10","10","2.07%","2018-7-18"
"康和-永和","0","10","10","2.07%","2018-7-18"
"新光-台南","0","10","10","2.07%","2018-7-18"
"臺銀-鳳山","0","8","8","1.66%","2018-7-18"
"元大-新莊","0","8","8","1.66%","2018-7-18"
"元富-嘉義","0","8","8","1.66%","2018-7-18"
"合庫證券","0","73","73","15.11%","2018-7-19"
"(牛牛牛)亞-網路","2","26","24","4.97%","2018-7-19"
"台中銀-復興","0","20","20","4.14%","2018-7-19"
"玉山-士林","0","20","20","4.14%","2018-7-19"
"亞東-板橋","0","12","12","2.48%","2018-7-19"
"元大-台中","0","11","11","2.28%","2018-7-19"
"華南永昌-鶯歌","0","10","10","2.07%","2018-7-19"
"台灣企銀-太平","0","10","10","2.07%","2018-7-19"
"統一-城中","0","10","10","2.07%","2018-7-19"
"中國信託-新竹","0","10","10","2.07%","2018-7-19"
"兆豐-桃鶯","0","10","10","2.07%","2018-7-19"
"群益金鼎-新竹","0","10","10","2.07%","2018-7-19"
"華南永昌-公誠","0","8","8","1.66%","2018-7-19"
"元大","0","8","8","1.66%","2018-7-19"
"富邦-板橋","0","8","8","1.66%","2018-7-19"
"日盛-屏東","0","73","73","15.11%","2018-7-20"
"凱基-中壢","2","26","24","4.97%","2018-7-20"
"元富-板橋","0","20","20","4.14%","2018-7-20"
"永豐金-數位","0","20","20","4.14%","2018-7-20"
"永豐金-鳳山","0","12","12","2.48%","2018-7-20"
"瑞士信貸","0","11","11","2.28%","2018-7-20"
"新光-台南","0","10","10","2.07%","2018-7-20"
"亞東-板橋","0","10","10","2.07%","2018-7-20"
"元大-大同","0","10","10","2.07%","2018-7-20"
"日盛-大墩","0","10","10","2.07%","2018-7-20"
"國票-九鼎","0","10","10","2.07%","2018-7-20"
"新光","0","10","10","2.07%","2018-7-20"
"元大-大雅","0","8","8","1.66%","2018-7-20"
"美商高盛","0","8","8","1.66%","2018-7-20"
"致和","0","8","8","1.66%","2018-7-20"
"日盛-斗六","0","73","73","15.11%","2018-7-23"
"國泰-桃園","2","26","24","4.97%","2018-7-23"
"群益金鼎-宜蘭","0","20","20","4.14%","2018-7-23"
"凱基-板橋","0","20","20","4.14%","2018-7-23"
"日盛-復興","0","12","12","2.48%","2018-7-23"
"花旗環球","0","11","11","2.28%","2018-7-23"
"富邦-基隆","0","10","10","2.07%","2018-7-23"
"華南永昌-南京","0","10","10","2.07%","2018-7-23"
"臺銀-臺中","0","10","10","2.07%","2018-7-23"
"臺銀-鳳山","0","10","10","2.07%","2018-7-23"
"美商高盛","0","10","10","2.07%","2018-7-23"
"元大-淡水","0","10","10","2.07%","2018-7-23"
"台新-新板","0","8","8","1.66%","2018-7-23"
"元富-佳里","0","8","8","1.66%","2018-7-23"
"國泰-板橋","0","8","8","1.66%","2018-7-23"
"元大-敦化","0","73","73","15.11%","2018-7-24"
"華南永昌-南京","2","26","24","4.97%","2018-7-24"
"群益金鼎-延平","0","20","20","4.14%","2018-7-24"
"大昌-安康","0","20","20","4.14%","2018-7-24"
"元大-復北","0","12","12","2.48%","2018-7-24"
"臺銀-臺中","0","11","11","2.28%","2018-7-24"
"第一金-中山","0","10","10","2.07%","2018-7-24"
"玉山-士林","0","10","10","2.07%","2018-7-24"
"日盛-景美","0","10","10","2.07%","2018-7-24"
"元大-南海","0","10","10","2.07%","2018-7-24"
"元大-東泰","0","10","10","2.07%","2018-7-24"
"凱基-宜蘭","0","10","10","2.07%","2018-7-24"
"統一-平鎮","0","8","8","1.66%","2018-7-24"
"富邦-新竹華信","0","8","8","1.66%","2018-7-24"
"北城","0","8","8","1.66%","2018-7-24"
"日盛-斗六","0","73","73","15.11%","2018-7-25"
"中國信託-三重","2","26","24","4.97%","2018-7-25"
"元大-鎮北","0","20","20","4.14%","2018-7-25"
"玉山-板橋","0","20","20","4.14%","2018-7-25"
"統一-古亭","0","12","12","2.48%","2018-7-25"
"華南永昌-南京","0","11","11","2.28%","2018-7-25"
"大昌-安康","0","10","10","2.07%","2018-7-25"
"日盛-復興","0","10","10","2.07%","2018-7-25"
"元大-南海","0","10","10","2.07%","2018-7-25"
"大慶-台中","0","10","10","2.07%","2018-7-25"
"凱基-台北","0","10","10","2.07%","2018-7-25"
"永豐金-板新","0","10","10","2.07%","2018-7-25"
"元大-大松山","0","8","8","1.66%","2018-7-25"
"元大-土城永寧","0","8","8","1.66%","2018-7-25"
"統一-永和","0","8","8","1.66%","2018-7-25"
"凱基-台北","0","73","73","15.11%","2018-7-26"
"日盛-斗六","2","26","24","4.97%","2018-7-26"
"群益金鼎-高盛","0","20","20","4.14%","2018-7-26"
"凱基-桃園","0","20","20","4.14%","2018-7-26"
"新光","0","12","12","2.48%","2018-7-26"
"土銀","0","11","11","2.28%","2018-7-26"
"凱基-幸福","0","10","10","2.07%","2018-7-26"
"元大-楊梅","0","10","10","2.07%","2018-7-26"
"新光-新竹","0","10","10","2.07%","2018-7-26"
"富邦-台東","0","10","10","2.07%","2018-7-26"
"統一","0","10","10","2.07%","2018-7-26"
"富邦-民生","0","10","10","2.07%","2018-7-26"
"凱基-台南","0","8","8","1.66%","2018-7-26"
"臺銀-民權","0","8","8","1.66%","2018-7-26"
"大慶-楊梅","0","8","8","1.66%","2018-7-26"
"港商德意志","0","73","73","15.11%","2018-7-27"
"永豐金-永康","2","26","24","4.97%","2018-7-27"
"華南永昌-大安","0","20","20","4.14%","2018-7-27"
"大昌-樹林","0","20","20","4.14%","2018-7-27"
"新光","0","12","12","2.48%","2018-7-27"
"新光-高雄","0","11","11","2.28%","2018-7-27"
"合庫-高雄","0","10","10","2.07%","2018-7-27"
"群益金鼎-大安","0","10","10","2.07%","2018-7-27"
"美林","0","10","10","2.07%","2018-7-27"
